	0
7887	আত্মসন্তুষ্টি
7888	আনারস
7889	আশ্রিতসহায়
7890	আমুদে
7891	আকর্ণন
7892	আলস্যরোগ
7893	আন্তঃপ্রাদেশিক
7894	আরক্ত
7895	আত্মাদর্শ
7896	আমন
7897	আড়ম্বর
7898	আরামপ্রদ
7899	আড়াআড়ি
7900	আবরণ
7901	আবরু
7902	আলোকপ্রভা
7903	আলিঙ্গনাবদ্ধ
7904	আইনত
7905	আশ্চর্য
7906	আড়গড়া
7907	আত্মাপুরুষ
7908	আঁত
7909	আনন্দবিধায়ক
7910	আশীর্বাদান্তে
7911	আহার
7912	আজ্ঞালিপি
7913	আলোকচ্ছটা
7914	আশকারা
7915	আত্মাবলম্বী
7916	আকাশ
7917	আদেশনামা
7918	আত্মসম্পর্কীয়
7919	আস্পদ
7920	আখ
7921	আক্রমণোদ্যত
7922	আনন্দমঠ
7923	আড়
7924	আজগুবি
7925	আড্ডাধারী
7926	আসনত্যাগ
7927	আপতিক
7928	আত্মোন্নয়ন
7929	আঘাতজনিত
7930	আময়
7931	আদরিণী
7932	আবাস
7933	আয়ত্তিগম্য
7934	আত্মবোধ
7935	আনন্দকর
7936	আপস
7937	আঁটি
7938	আধুনিকা
7939	আদৃত
7940	আত্যন্তিক
7941	আরোই
7942	আকারে-ইঙ্গিতে
7943	আজ্ঞানুসারী
7944	আমকাঁঠাল
7945	আকর্ষক
7946	আচরণ
7947	আকম্পন
7948	আগ-বাড়ানো
7949	আদিরসাপ্লুত
7950	আবাগি
7951	আকরিত
7952	আপ
7953	আগামীকাল
7954	আলসার
7955	আবির
7956	আপেল
7957	আমড়াগাছি
7958	আধান
7959	আঁচলা
7960	আখ্যানকাব্য
7961	আত্মসমালোচনা
7962	আত্মসংগ্রাম
7963	আত্মীয়বিরোধ
7964	আত্মস্বভাব
7965	আকর
7966	আটত্রিশ
7967	আশঙ্কাব্যাকুল
7968	আহ্লাদিনী
7969	আদমশুমারি
7970	আরাধ্য
7971	আশ্রুত
7972	আইডিন
7973	আয়ত্ত
7974	আগড়-বাগড়
7975	আঢ্য
7976	আবেগাচ্ছন্ন
7977	আর্জি
7978	আবাল্য
7979	আমোদিত
7980	আলোচিত
7981	আদর্শায়ন
7982	আত্মরূপ
7983	আনন্দগান
7984	আদৌ
7985	আদমি
7986	আবেশাচ্ছন্ন
7987	আশঙ্কনীয়
7988	আশ্রিতবৎসল
7989	আতঙ্কবাদ
7990	আত্মীয়বর্গ
7991	আয়েশি
7992	আহরণীয়
7993	আলাপিত
7994	আশরাফ
7995	আত্মদৃষ্টি
7996	আয়ি
7997	আবহবিদ
7998	আড়াচৌতাল
7999	আলিপ্ত
8000	আত্মহিত
8001	আধৃত
8002	আকাশপাতাল
8003	আশমান
8004	আহ্লাদী
8005	আত্মবিনাশ
8006	আদায়
8007	আলাইবালাই
8008	আবছা
8009	আদিরসাত্মক
8010	আত্মপ্রবঞ্চক
8011	আশঙ্কাপীড়িত
8012	আর্কিটেক্ট
8013	আরোহিণী
8014	আজই
8015	আত্মপর
8016	আদর্শবিচ্যুত
8017	আস্থায়ী
8018	আত্ম
8019	আশ্রয়শূণ্য
8020	আনাড়ি
8021	আলীঢ়
8022	আদল
8023	আত্মীয়বন্ধু
8024	আয়
8025	আলকাপ
8026	আখ্যানশৈলী
8027	আনচান
8028	আবর্তনধর্মিতা
8029	আপজাত্য
8030	আত্মোৎসর্জন
8031	আত্মীয়বিচ্ছেদ
8032	আঁতাত
8033	আভিধানিক
8034	আসার
8035	আপাত
8036	আভিমুখ্য
8037	আনুপূর্বিক
8038	আগাপাছতলা
8039	আমিষাশী
8040	আরক্ষাকৌশল
8041	আঁচল
8042	আবাঁধা
8043	আত্মতুষ্টি
8044	আবেদন
8045	আন্তরিক্ষ
8046	আত্রেয়ী
8047	আতাম্র
8048	ইয়ত্তাহীন
8049	ইতিহাসাশ্রিত
8050	ইয়ারদোস্ত
8051	ইয়ার্কি-ফাজলামি
8052	ইন্দুমতী
8053	ইহকাল
8054	ইঁদুর
8055	ইহলোক
8056	ইশ্‌
8057	ইনটারেস্ট
8058	ইষ্টার্থ
8059	ইত্যনুসার
8060	ইতোমধ্যে
8061	ইন্দ্রিয়সুখভোগী
8062	ইতিউতি
8063	ইয়াদগারি
8064	ইলেকট্রন
8065	ইন্দুভূষণ
8066	ইতিহাসপ্রসিদ্ধ
8067	ইতিহাসবিশ্রুত
8068	ইনসলভেন্সি
8069	ইলেট্রনিকস
8070	ইমরোজ
8071	ইন্দ্রিয়সুখবাসনা
8072	ইস্টিশন
8073	ইজা
8074	ইমামবাড়া
8075	ইনকিলাব
8076	ইস্টার
8077	ইন্তেজার
8078	ইংরেজিমাধ্যম
8079	ইষু
8080	ইক্ষুরস
8081	ইজরায়েল
8082	ইউনিভার্সিটি
8083	ইলাকা
8084	ইউরিয়া
8085	ইমারত
8086	ইন্দ্রিয়ক্ষুধা
8087	ইন্দ্রায়ুধ
8088	ইলেকট্রিসিটি
8089	ইচ্ছেমতো
8090	ইজারাদার
8091	ইনসলভেন্ট
8092	ইকড়ি-মিকড়ি
8093	ইস্টিমার
8094	ইঞ্চি
8095	ইয়ারিং
8096	ইলাহি
8097	ইস্টার্ন
8098	ইন্দ্রজাল
8099	ইষ্টলাভ
8100	ইমাম
8101	ইতালীয়
8102	ইংল্যান্ড
8103	ইজারাদাতা
8104	ইস্ক্রুপ
8105	ইলশে
8106	ইশ্‌ক
8107	ইনটারপোল
8108	ইঞ্জিনিয়ার
8109	ইন্দ্রপতন
8110	ইচ্ছাক্রমে
8111	ইফতারি
8112	ইলা
8113	ইলেকট্রিক্যাল
8114	ইন্দিবর
8115	ইচ্ছানুসারে
8116	ইতস্তত
8117	ইমসন
8118	ইউরোপীয়
8119	ইন্দ্রিয়গোচর
8120	ইক্ষ্বাকু
8121	ইন্দ্রিয়পরায়ণ
8122	ইজের
8123	ইদুলফিতর
8124	ইষ্টার্থসিদ্ধি
8125	ইস্পাতশীতল
8126	ইনসেন্টিভ
8127	ইউনিফর্মধারিণী
8128	ইস্পাতকঠিন
8129	ইয়ত্তা
8130	ইহুদি
8131	ইদ
8132	ইশবগুল
8133	ইরশাদ
8134	ইন্দ্রিয়সুখকাতর
8135	ইউনিক
8136	ইয়াদ
8137	ইন্দুর
8138	ইষ্টার্থসাধন
8139	ইন্তেজাম
8140	ইচ্ছানুযায়ী
8141	ইয়ার্কি-তামাসা
8142	ইনডেফিনিট
8143	ইংরেজি
8144	ইতরবিশেষ
8145	ইলেক
8146	ইতিকথা
8147	ইরাবতী
8148	ইরানি
8149	ইলিশ
8150	ইস্তক
8151	ইন্দ্রিয়লিপ্সা
8152	ইন্দুশেখর
8153	ইনসাফ
8154	ইতিহাসাধৃত
8155	ইহত্র
8156	ইচ্ছারূপধারী
8157	ইন্দ্রনীল
8158	ইন্দ্রাণী
8159	ইলেকট্রোকার্ডিয়োগ্রাম
8160	ইন্তেকাল
8161	ইতিহাসবিখ্যাত
8162	ইতরামি
8163	ইনজেকশন
8164	ইজলাস
8165	ইজার
8166	ইফতার
8167	ইষ্টগোষ্ঠী
8168	ইনডিসিপ্লিন
8169	ইউনিটি
8170	ইত্যধিক
8171	ইংরাজি
8172	ইন্দ্রিয়সুখকামনা
8173	ইতিহাস
8174	ইষ্ট
8175	ইঞ্জিন
8176	ইন্দ্রালয়
8177	ইরাকি
8178	ইনটালিয়ো
8179	ইয়ার
8180	ইচ্ছামৃত্যু
8181	ইজারা
8182	ইরাকীয়
8183	ইচ্ছাশক্তি
8184	ইনকিউবেটর
8185	ইন্ধন
8186	ইম্পরট্যান্স
8187	ইহজীবন
8188	ইরাদা
8189	ইন্দ্রপাত
8190	ইনটেলিজেন্‌শিয়া
8191	ইতরেতর
8192	ইনটারেস্টিং
8193	ইকোলজি
8194	ইনজাংশন
8195	ইমন
8196	ইতিহাসখ্যাত
8197	ইনডিপেন্ডেন্ট
8198	ইজাদ
8199	ইতিহাসবেত্তা
8200	ইচ্ছে
8201	ইউনিয়ন
8202	ইংরিজি
8203	ইষ্টসিদ্ধি
8204	ইবিড
8205	ইনটেলেকচুয়াল
8206	ইস্পাতনীল
8207	ইনটিরিয়র
8208	ইড়া
8209	ইন্দ্রধ্বজ
8210	ইম্‌তিহান
8211	ইন্দ্রিয়াধীন
8212	ইউনাইটেড
8213	ইন্ডিয়ান
8214	ইদুজ্জোহা
8215	ইউনিফর্মধারী
8216	ইল্লত
8217	ই
8218	ইরম্মদ
8219	ইজিচেয়ার
8220	ইংরেজ
8221	ইশতিহার
8222	ইন্দ্রাশিস
8223	ইনকাম
8224	ইন্দ্রিয়তৃষ্ণা
8225	ইঁচড়
8226	ইভ
8227	ইন্দ্রলোক
8228	ইসলামিক
8229	ইজ্জত
8230	ইঙ্গিত
8231	ইতিমধ্যে
8232	ইনামদারি
8233	ইংরেজিনবিশ
8234	ইন্দ্রিয়জ
8235	ইমনকল্যাণ
8236	ইত্যাদি
8237	ইন্দ্রমণি
8238	ইষ্টদেব
8239	ইমামতি
8240	ইন্ডিয়া
8241	ইনসান
8242	ইউনানি
8243	ইনিংস
8244	ইন্দুমৌলি
8245	ইন্দ্রিয়গ্রাহ্য
8246	ইন্দ্রিয়জাত
8247	ইংরেজিভাষী
8248	ইমারতি
8249	ইসলামীয়
8250	ইতিহাসকার
8251	ইনসানিয়াত
8252	ইনভয়েস
8253	ইস্রাফিল
8254	ইত্থম্ভূত
8255	ইতিহাসধৃত
8256	ইতিহাসবিস্মৃতি
8257	ইউরেশীয়
8258	ইরশাল
8259	ইস্পাত
8260	ইনটারপ্রেটার
8261	ইহজগৎ
8262	ইস্পাতকাঠিন্য
8263	ইক্ষুক্ষেত্র
8264	ইন্দ্রিয়গম্য
8265	ইহকালিক
8266	ইচ্ছুক
8267	ইরানীয়
8268	ইষ্টমন্ত্র
8269	ইচ্ছাপূর্বক
8270	ইনটেলিজেন্ট
8271	ইট
8272	ইকোক্লাব
8273	ইস্ট
8274	ইতিবৃত্ত
8275	ইংরেজিওয়ালা
8276	ইমনভূপালি
8277	ইয়াংকি
8278	ইজাফা
8279	ইরান
8280	ইল্বল
8281	ইয়ার্কি
8282	ইচ্ছারূপিণী
8283	ইউরেকা
8284	ইতশ্চেত
8285	ইকোকার্ডিয়োগ্রাম
8286	ইনাম
8287	ইঁট
8288	ইঁদারা
8289	ইচ্ছারূপী
8290	ইতিবৃত্তকার
8291	ইষ্টপুষ্টি
8292	ইচ্ছাময়ী
8293	ইকেবানা
8294	ইস্তফা
8295	ইটখোলা
8296	ইজননামা
8297	ইলেকট্রিক
8298	ইরাবান
8299	ইত্তেহাদ
8300	ইস্কুল
8301	ইনটারভ্যাল
8302	ইন্দীবর
8303	ইষ্টাপত্তি
8304	ইন্দ্রিয়সুখ
8305	ইতিহাসবিস্মৃত
8306	ইন্দ্রিয়
8307	ইস্পাতনির্মিত
8308	ইত্যাকার
8309	ইন্দ্রপ্রস্থ
8310	ইতিহাসবদ্ধ
8311	ইমেজিস্ট
8312	ইন্দ্রিয়পরবশ
8313	ইড়াপিঙ্গলা
8314	ইঞ্জিনিয়ারিং
8315	ইষ্টনাম
8316	ইচ্ছামতো
8317	ইংলিশ
8318	ইশা
8319	ইউনিফর্ম
8320	ইহুদিধর্মাবলম্বী
8321	ইমান
8322	ইস্তেমাল
8323	ইতর
8324	ইহজাগতিক
8325	ইন্দিরা
8326	ইষ্টাপূর্ত
8327	ইন্সটিটিউট
8328	ইডেন
8329	ইতিহাসবিদ
8330	ইক্ষুদণ্ড
8331	ইষ্টিকুটুম
8332	ইদানীং
8333	ইলেকট্রিশিয়ান
8334	ইন্সটিটিউশন
8335	ইসলাম
8336	ইনটারনাল
8337	ইষ্টক
8338	ইনটারভিউ
8339	ইশাদি
8340	ইনটারন্যাশনাল
8341	ইউক্যালিপ্টাস
8342	ইয়ত্তারহিত
8343	ইগল
8344	ইনস্পেকশন
8345	ইউরেশিয়ান
8346	ইছামতী
8347	ইত্যবসর
8348	ইদানীন্তন
8349	ইলেকশন
8350	ইনফ্লুয়েঞ্জা
8351	ইস্কাপন
8352	ইক্ষু
8353	ইন্দ্রিয়লালসা
8354	ইলশা
8355	ইলাসট্রেশন
8356	ইঙ্গ-বঙ্গ
8357	ইঙ্গুদী
8358	ইথার
8359	ইয়েস
8360	ইন্দ্রিয়সুখলোলুপ
8361	ইত্তেফাক
8362	ইম্পিরিয়াল
8363	ইহুদিনি
8364	ইউরোপ
8365	ইন্দ্রজিৎ
8366	ইম্পরট্যান্ট
8367	ইলেকট্রোড
8368	ইতু
8369	ইহবাদী
8370	ইন্দু
8371	ইন্দ্রিয়পিপাসা
8372	ইনডোর
8373	ইকরার
8374	ইত্তিলা
8375	ইন্দ্রিয়াতীত
8376	ইজমালি
8377	ইতরামো
8378	ইতিপূর্বে
8379	ইমেজ
8380	ইস্তিরি
8381	ইষ্টি
8382	ইতি
8383	ইন্দ্রধনু
8384	ইটালিয়ান
8385	ইটালি
8386	ইহজন্ম
8387	ইন্দুমুখী
8388	ইস্পাতকঠোর
8389	ইস্তফাপত্র
8390	ইলোরা
8391	ইদ্দত
8392	ইচ্ছাধীন
8393	ইলেকট্রিফিকেশন
8394	ইম্পিরিয়ালিজ্‌ম
8395	ইঞ্জেকশন
8396	ইমানদারি
8397	ইতিহাসবিস্মরণ
8398	ইব্‌লিশ
8399	ইনস্পেকটর
8400	ইচা
8401	ইন্দ্রলুপ্ত
8402	ইন্দ্রিয়দমন
8403	ইদগাহ্‌
8404	ইশ্যুভিত্তিক
8405	ই-কার
8406	ইন্দ্রসভা
8407	ইষ্টদেবতা
8408	ইন্দ্রপুরী
8409	ইতিবাচক
8410	ইচ্ছাকৃত
8411	ইস্পাতদৃঢ়
8412	ইস্কাবন
8413	ইস্তাহার
8414	ইঁদপরব
8415	ইয়াদ-দাশ্‌ত
8416	ইউরোপিয়ান
8417	ইন্তিহান
8418	ইনডিপেন্ডেন্স
8419	ইথে
8420	ইহলৌকিক
8421	ইহকালীন
8422	ইচ্ছা
8423	ইউনিট
8424	ইঙ্গিতবহ
8425	ইনটারনেট
8426	ইশারা
8427	ইতঃপূর্বে
8428	ইনশাল্লা
8429	ইয়োরোপ
8430	ইংরাজ
8431	ইস্পাতদার্ঢ্য
8432	ইহলীলা
8433	ইচ্ছাপত্র
8434	ইনিয়েবিনিয়ে
8435	ইলশেগুঁড়ি
8436	ইনশিয়োরেন্স
8437	ইস্তকনাগাদ
8438	ইশ্যু
8439	ইসলামি
8440	ইতিকর্তব্য
8441	ইউনিকর্ন
8442	ইন্দ্রিয়পারবশ্য
8443	ঈশ্বরারাধনা
8444	ঈতি
8445	ঈশ্বরচিন্তা
8446	ঈগল
8447	ঈর্ষাপ্রসূত
8448	ঈষিকা
8449	ঈষন্নত
8450	ঈশ্বরেচ্ছা
8451	ঈশ্বরীয়
8452	ঈর্ষ্যা
8453	ঈর্ষাদংশন
8454	ঈষদুন্নীত
8455	ঈদৃশী
8456	ঈশানকোণ
8457	ঈশ্বরদ্বেষী
8458	ঈর্ষালু
8459	ঈশ্বরনিষ্ঠ
8460	ঈশ
8461	ঈর্ষান্বিত
8462	ঈপ্সা
8463	ঈহিনী
8464	ঈশানী
8465	ঈশ্বরানুসন্ধান
8466	ঈষদূন
8467	ঈশিত্ব
8468	ঈর্ষাকাতর
8469	ঈষদাশ্রিত
8470	ঈশ্বরোপাসনা
8471	ঈহিতা
8472	ঈষদুন্নত
8473	ঈশ্বরদত্ত
8474	ঈদ
8475	ঈশ্বরপরায়ণ
8476	ঈশ্বরাদিষ্ট
8477	ঈষন্মাত্রিক
8478	ঈষত্ব
8479	ঈশ্বরকৃপা
8480	ঈশান
8481	ঈশ্বরপূজা
8482	ঈপ্সু
8483	ঈশ্বরভক্ত
8484	ঈশ্বরাদেশ
8485	ঈশিতা
8486	ঈদৃক
8487	ঈর্ষাদহন
8488	ঈদৃশ
8489	ঈষ
8490	ঈশ্বরানুরাগ
8491	ঈর্ষাবিষ
8492	ঈশ্বরবাদী
8493	ঈষা
8494	ঈশ্বরভক্তি
8495	ঈষদনুগ্রহ
8496	ঈর্ষণীয়
8497	ঈশ্বরোপাসক
8498	ঈর্ষাবিদ্বেষ
8499	ঈষদাভাসিত
8500	ঈষত্তা
8501	ঈশ্বরান্বেষণ
8502	ঈক্ষণ
8503	ঈক্ষিত
8504	ঈশ্বরপ্রেম
8505	ঈশ্বরবিরোধী
8506	ঈর্ষাদগ্ধ
8507	ঈষদুচ্চ
8508	ঈপ্সিত
8509	ঈ-কার
8510	ঈশ্বরাশীবার্দ
8511	ঈর্ষাপরায়ণ
8512	ঈষদানুকূল্য
8513	ঈষদুষ্ণ
8514	ঈ
8515	ঈষন্মাত্র
8516	ঈশা
8517	ঈষৎ
8518	ঈশ্বরী
8519	ঈর্ষা
8520	ঈশ্বর
8521	ঈহা
8522	ঈশ্বরদ্বেষিতা
8523	ঈশ্বরপ্রাপ্তি
8524	ঈর্ষাকুটিল
8525	ঈর্ষাপরবশ
8526	উদ্‌বৃত্ত
8527	উহ্যমান
8528	উৎক্রান্ত
8529	উপচার
8530	উৎসর্গকারিণী
8531	উটজশিল্প
8532	উজানি
8533	উস্তাদ
8534	উন্নয়নসাধ্য
8535	উদয়কালীন
8536	উকিলি
8537	উন্নয়নসাফল্য
8538	উত্তমোত্তম
8539	উন্মত্তচিত্ত
8540	উচ্চকুলসম্ভবা
8541	উপকূল
8542	উদ্দণ্ড
8543	উপদ্বীপী
8544	উগ্রমূর্তি
8545	উন্মাদনা
8546	উদ্‌বায়ী
8547	উত্থানশক্তিরহিত
8548	উজু
8549	উদয়দীপ্তি
8550	উলূক
8551	উঠান
8552	উৎকোচ
8553	উত্তান
8554	উত্তরমালা
8555	উত্তরপ্রার্থী
8556	উজ্জ্বলিত
8557	উল্লাসধ্বনি
8558	উদারা
8559	উলু
8560	উপচরিত
8561	উদ্ভিদ
8562	উপশম
8563	উপ্ত
8564	উচ্চ
8565	উদ্‌গীতি
8566	উদ্ভেদক
8567	উদ্ভিন্ন
8568	উপভোগশান্তি
8569	উদ্‌গীর্ণ
8570	উনুন
8571	উন্মার্গগামিতা
8572	উপসংহর্তা
8573	উদ্দেশ্যপূরণ
8574	উন্নমন
8575	উঁহুঁ
8576	উদ্‌ঘোষণা
8577	উত্তরাবর্ত
8578	উদয়গিরি
8579	উৎসাহদাতা
8580	উচিতবক্তী
8581	উপনগরবাসী
8582	উচ্ছিষ্টার্থী
8583	উরঙ্গ
8584	উমর
8585	উচ্চস্তর
8586	উত্তরসাধিকা
8587	উন্মার্গমুখীন
8588	উত্তরাঞ্চল
8589	উহ্য
8590	উঃ
8591	উষ্ণপ্রস্রবণ
8592	উদীয়মানা
8593	উশীর
8594	উদ্দেশ্যমূলক
8595	উদোম
8596	উপার্জনশীল
8597	উদ্‌বাহ-বন্ধন
8598	উপান্ত্য
8599	উপদল
8600	উপকথাশ্রিত
8601	উচ্চনীচ
8602	উদ্দীপনা
8603	উত্তেজনাময়
8604	উপকথাভিত্তিক
8605	উৎপন্নবুদ্ধি
8606	উদরস্থ
8607	উপভোগতৃষ্ণা
8608	উদ্যমপরায়ণ
8609	উপপদ
8610	উপলক্ষণ
8611	উদ্ভাবক
8612	উজ্জ্বলতা
8613	উচিতভাষী
8614	উপাসনামন্দির
8615	উপহসনীয়
8616	উচ্ছ্রায়ী
8617	উচ্চপদাধিকার
8618	উত্তরিত
8619	উদক
8620	উপনগর
8621	উদ্ভবস্থল
8622	উদাসীন
8623	উদ্‌যোগ
8624	উপদিষ্ট
8625	উন্নয়নসিদ্ধি
8626	উদয়পুর
8627	উড়িধান
8628	উদ্ধারণ
8629	উষ্ট্রী
8630	উপজীব্য
8631	উচ্চারণদোষ
8632	উদ্ভাবনা
8633	উদ্ভ্রম
8634	উজ্জীবনকারী
8635	উৎপত্তিস্থান
8636	উচ্চকুলাগত
8637	উচ্চবিদ্যালয়
8638	উন্মার্গগামী
8639	উপপাদ্য
8640	উভয়পক্ষীয়
8641	উদ্ধারকারিণী
8642	উপসাগর
8643	উলুখড়
8644	উপবিধি
8645	উপাধিধারী
8646	উদরান্ন
8647	উৎপথগামী
8648	উন্নতি
8649	উপভোগক্লান্ত
8650	উৎকল
8651	উচ্চকুলজাতা
8652	উপায়ন
8653	উচ্চাসন
8654	উপোদ্‌ঘাত
8655	উদারচেতা
8656	উপনিধান
8657	উৎসাদনীয়
8658	উদ্‌বেলিত
8659	উচ্চকুলোদ্ভূতা
8660	উচ্ছৃঙ্খলতা
8661	উদ্‌বর্তনী
8662	উদ্‌বাহু
8663	উপস্থাপয়িত্রী
8664	উপধ্যায়ী
8665	উৎস
8666	উভচারিতা
8667	উপকথাকল্প
8668	উমাপতি
8669	উড়নচণ্ডী
8670	উঁকি
8671	উদ্ভাবনী
8672	উদুম্বর
8673	উপদ্রব
8674	উগ্রস্বর
8675	উত্তানিত
8676	উপরচালাক
8677	উপনিবেশ
8678	উগরানো
8679	উদ্‌বেল
8680	উচ্চপদস্থ
8681	উতরানো
8682	উন্মাদী
8683	উলুখাগড়া
8684	উল্লম্ফনপ্রিয়
8685	উপভোগতৃপ্তি
8686	উপদ্বীপবাসী
8687	উষ্মধ্বনি
8688	উচ্চৈঃশ্রবা
8689	উড্ডয়নোন্মুখ
8690	উর্ণনাভ
8691	উন্নদ্ধ
8692	উন্মত্ত
8693	উজবুকি
8694	উদ্যতাস্ত্র
8695	উত্তেজনা
8696	উপজনন
8697	উন্নতিকল্পে
8698	উপাধিপত্র
8699	উদ্ধতাচার
8700	উট্‌নো
8701	উপকণ্ঠবর্তী
8702	উত্তর-দক্ষিণ
8703	উচ্ছেদ
8704	উদ্‌গমিত
8705	উপজ্ঞা
8706	উদ্ভট্টি
8707	উদ্দেশ্যহীন
8708	উঞ্ছবৃত্তি
8709	উইলো
8710	উনান
8711	উপদংশ
8712	উপমিতি
8713	উপলব্ধ
8714	উপহৃত
8715	উৎপাটক
8716	উপকর্তা
8717	উৎসারণীয়
8718	উদ্‌বাসন
8719	উপশিষ্য
8720	উননব্বই
8721	উত্তরাধিকারী
8722	উপরিতল
8723	উদ্ধতদৃষ্টি
8724	উৎসমুখ
8725	উপেক্ষণীয়
8726	উপসংহরণীয়
8727	উপরতি
8728	উপচিতি
8729	উচ্চাভিলাষ
8730	উৎসস্থিত
8731	উৎকণ্ঠ
8732	উত্তরকালীন
8733	উদারনৈতিক
8734	উত্তাপিত
8735	উলটোরথ
8736	উড়ানো
8737	উৎপতন
8738	উজ্জ্বলতম
8739	উদয়শিখর
8740	উপরত
8741	উপসংহৃত
8742	উচ্চাকাঙ্ক্ষিণী
8743	উপভোগদুর্বল
8744	উদ্ধতমূর্তি
8745	উপক্ষার
8746	উণাদি
8747	উৎসনিঃসৃত
8748	উদ্যানবাটী
8749	উপরওয়ালা
8750	উচ্ছুগ্‌গু
8751	উদাহৃত
8752	উপরি-আয়
8753	উদ্দেশ্যপূর্তি
8754	উন্মাদাগার
8755	উৎপাদিকা
8756	উপরুদ্ধ
8757	উৎক্ষিপ্ত
8758	উভচর
8759	উচ্ছিষ্টভিক্ষু
8760	উৎফুল্ল
8761	উৎকৃষ্ট
8762	উদ্দীপিত
8763	উচ্ছিষ্টান্ন
8764	উৎসাহ
8765	উন্মেষশালিনী
8766	উদ্দীপক
8767	উত্তরসূরী
8768	উপান্ত
8769	উপস্থাপিকা
8770	উদরপরায়ণ
8771	উৎকর্ণ
8772	উপমন্যু
8773	উপনীত
8774	উচ্চিংড়ে
8775	উৎকীর্তন
8776	উৎকোচগ্রাহী
8777	উত্তর-প্রতীক্ষা
8778	উদিত
8779	উল্কাপতন
8780	উপকথাধর্মী
8781	উপরি
8782	উতরোনো
8783	উদ্‌গিরিত
8784	উপক্ষিপ্ত
8785	উত্তরীয়
8786	উচ্ছিষ্টপ্রার্থী
8787	উদ্‌বিড়াল
8788	উলটানো
8789	উরস
8790	উদ্‌বর্ত
8791	উচ্চভাষ
8792	উচ্ছিষ্টজীবিতা
8793	উপবৃত্তাকৃতি
8794	উপার্জন
8795	উজ্জীবনী
8796	উপকৃত
8797	উপনিষৎ
8798	উর্দি
8799	উপহ্রদ
8800	উচিতমতি
8801	উন্মীলক
8802	উপাসনালয়
8803	উভ
8804	উদ্দেশক
8805	উপরিস্থ
8806	উচ্চাকাঙ্ক্ষ
8807	উপদ্রবকারিণী
8808	উভয়সংকট
8809	উপভোগবাসনা
8810	উদরস্থিত
8811	উড়োজাহাজ
8812	উশখুশ
8813	উচ্ছিন্ন
8814	উন্মজ্জন
8815	উচ্চশীর্ষ
8816	উড্ডয়নধর্মী
8817	উৎপাদক
8818	উড্ডীয়মান
8819	উপত্যকা
8820	উপোসি
8821	উপন্যাস
8822	উত্তাপ
8823	উচিতভাষিণী
8824	উন্নয়নশীল
8825	উদর
8826	উপক্রম
8827	উপদ্রুত
8828	উৎপ্রাস
8829	উমাচরণ
8830	উদ্‌বোধনী
8831	উমা
8832	উশীনর
8833	উপবিধান
8834	উৎসর্গপত্র
8835	উদ্ধৃতিবহুল
8836	উপরাষ্ট্রপতি
8837	উদ্যানময়
8838	উপলাকীর্ণ
8839	উপরিউক্ত
8840	উদীয়মান
8841	উজিরগিরি
8842	উৎক্ষেপণ
8843	উদ্‌ব্যস্ত
8844	উভয়পক্ষ
8845	উৎকেন্দ্রিক
8846	উদরী
8847	উদরাশ্রয়
8848	উদধি
8849	উপকূলস্থ
8850	উথলিত
8851	উদ্‌যুক্ত
8852	উদ্যাপন
8853	উৎসাহবর্ধক
8854	উপার্জনহীন
8855	উন্মূলক
8856	উনসত্তর
8857	উরু
8858	উন্মাদিনী
8859	উদারচরিত্র
8860	উপার্জক
8861	উৎপন্নমতি
8862	উন্নতশির
8863	উত্তাপদগ্ধ
8864	উপকারিতা
8865	উপায়হীন
8866	উড়োউড়ো
8867	উপযাচিত
8868	উত্তর-স্বাধীনতা
8869	উপপাদক
8870	উপকার
8871	উত্তেজনাকর
8872	উপেক্ষিতা
8873	উপগ্রহস্থাপন
8874	উদজ
8875	উখড়োনো
8876	উৎকণ্ঠিতা
8877	উদ্যুক্ত
8878	উপাস্য
8879	উত্তরণ
8880	উপড়ানো
8881	উঠোন
8882	উড়িয়া
8883	উপদেশনা
8884	উত্তিষ্ঠমান
8885	উল্লেখযোগ্য
8886	উচ্চকুলোদ্ভবা
8887	উচ্চারিত
8888	উশুল
8889	উপবাসিনী
8890	উন্নয়নকামী
8891	উৎক্রান্তি
8892	উষ্মবর্ণ
8893	উদ্দেশহীন
8894	উৎপাটন
8895	উষ্ম
8896	উপকার্য
8897	উত্থান
8898	উলঙ্গ
8899	উদাস
8900	উন্নয়ন
8901	উ-কার
8902	উদ্যোগী
8903	উদীরণ
8904	উদ্ভাব্য
8905	উৎপীড়িতা
8906	উদ্দাম
8907	উগ্রতেজা
8908	উল্কা
8909	উদরজাত
8910	উচ্চশিক্ষা
8911	উপলক্ষিত
8912	উৎপতিত
8913	উৎসেচনক্রিয়া
8914	উৎফুল্লিত
8915	উগ্রচক্ষু
8916	উপগমন
8917	উপশমিত
8918	উপাসনাগার
8919	উৎপত্তিস্থল
8920	উপলব্ধি
8921	উপার্জনক্ষম
8922	উদ্দেশ্যপ্রবণ
8923	উৎকিরণ
8924	উদ্ভেদী
8925	উদাসিনী
8926	উপবিষ্ট
8927	উল্লম্ফনপটু
8928	উপসংহৃতি
8929	উৎসারিত
8930	উপলক্ষ্য
8931	উন্নমিত
8932	উম্মুক্ত
8933	উগ্রক্ষত্রিয়
8934	উদ্ভ্রান্ত
8935	উৎপদ্যমান
8936	উষ্ণ
8937	উন্মূলিত
8938	উৎসবমুখর
8939	উচ্চমনা
8940	উপভাষাঞ্চল
